is_incumbent,cycle ,not_seeking_reelection,other_office_sought ,other_fec_id ,name,pty ,party ,fec_id ,pcc ,election_year,state,office,office_district,term_class,total_receipts,total_contributions,total_disbursements,outstanding_loans,cash_on_hand,cash_on_hand_date,total_independent_expenditures,independent_expenditures_supporting,independent_expenditures_opposing
False,2016,False,,,"BUTTOCKS, SYDNEYS VOLUPTOUS",IND,,P60005931,C00573543,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"CLARKE, YVETTE D",DEM,D,H4NY11138,C00415331,2016,NY,H,09,,228754.36,61272.00,274618.87,77748.62,73073.90,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"LAPOINTE, KEITH MR",W,,P60016995,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MARKOVICH, BARBARA MAE ADAMS",REP,R,P60005410,C00566695,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ALDRIDGE, ROBERT FRANK",IND,,P60005543,C00569780,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"COPE, CLAY",REP,R,H6CT05157,C00605659,2016,CT,H,05,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DEMINGS, VALDEZ 'VAL'",DEM,D,H6FL10144,,2016,FL,H,10,,321006.30,240834.00,54247.38,4327.08,266758.92,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"A$$, DAT PHAT",REP,R,P60016268,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"WENSTRUP, BRAD DR.",REP,R,H2OH02085,C00497818,2016,OH,H,02,,620543.50,419393.50,245628.32,0.00,642161.03,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"MONTGOMERY, KEVIN J",IND,,P60009594,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"FORBES, J. RANDY",REP,R,H2VA04052,C00365692,2016,VA,H,04,,638134.10,419161.23,423578.91,0.00,753987.90,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"HENSARLING, JEB HON.",REP,R,H2TX05121,C00370650,2016,TX,H,05,,1485096.69,767259.20,1825421.29,0.00,1163027.27,2016-02-10,0.00,0.00,0.00
False,2016,False,,,"VALDEZ, LANINE",DEM,D,P60011475,C00584326,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HUTCHINSON, MATTHEW",UN,,P60013513,C00585315,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"BROWNLEY, JULIA",DEM,D,H2CA00120,C00513077,2016,CA,H,26,,1573943.66,974419.60,344366.77,0.00,1504956.72,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"DUMP, TRONALD",REP,R,P60014891,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PCOLA, JOSEPH CASH",DEM,D,P60019551,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LABOY-ALVARADO, ZOE M",OTH,,H6PR00074,C00574186,2016,PR,H,00,,26254.50,16200.00,24728.45,10054.50,3974.15,2016-01-31,0.00,0.00,0.00
False,2016,False,,,"GIBSON, MARK",DEM,D,H4TX22163,C00597005,2016,TX,H,22,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"TIBERI, PATRICK J.",REP,R,H0OH12062,C00347492,2016,OH,H,12,,1913878.71,625276.60,762882.57,0.00,3652978.90,2015-12-31,19.42,19.42,0.00
False,2016,False,,,"HUNT, EUGENE ROSELL JR",REP,R,P20002861,C00550061,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"TARKANIAN, DANNY",REP,R,H2NV04045,C00582320,2016,NV,H,03,,498058.28,476978.47,66215.37,15401.21,431842.91,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"LIBRACE, DAVID",IND,,P60008638,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"MIKULSKI, BARBARA",DEM,D,S6MD00140,C00199273,2016,MD,S,,3,98386.00,88612.00,442338.00,0.00,601370.00,2015-12-31,,,
False,2016,False,,,"HENRY, SELDEN KENNEDY",REP,R,P60008935,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MEYER, JOHN",REP,R,H6IN01207,,2016,IN,H,01,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BROWN, WILLIE (FAITHFUL AND TRUE)",DEM,D,H6IN01199,,2016,IN,H,01,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"KEALY, DWIGHT",REP,R,H6CA36174,,2016,CA,H,36,,296328.00,45160.50,1797.22,250100.00,294530.78,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"RICE, TOM",REP,R,H2SC07066,C00506048,2016,SC,H,07,,571547.53,341298.90,409265.82,0.00,540517.63,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"BAIRD, DUSTIN ALAN",W,,P60009602,C00582932,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DENNERLL, NORBERT G.",DEM,D,H6OH04157,,2016,OH,H,04,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MCCLUSKEY, RICHARD BLAKE",LIB,,H6MS04200,,2016,MS,H,04,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WILLIAMS, LILY TANG",LIB,,S6CO00317,,2016,CO,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HOENIG, MYLES B",GRE,,H6MD07467,,2016,MD,H,07,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"RIENTS, DONALD RAY",REP,R,H6IL18138,C00577122,2015,IL,H,18,,7052.98,1225.00,6871.41,0.00,181.57,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"GASKINS, SAMUEL LEWIS",DEM,D,H4KY01073,C00565663,2016,KY,H,01,,2696.96,1780.00,2956.06,5681.59,0.90,2015-12-31,0.00,0.00,0.00
False,2016,False,,,DR RITA RAMIREZ,DEM,D,H8CA41139,C00443424,2016,CA,H,08,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"NEESE, BRETT REED",IND,,P60010238,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"NORRIS, CHARLES H",DEM,D,H6CO06017,C00570754,2016,CO,H,01,,3576.00,3576.00,443.60,3500.00,6602.75,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"WOOLSEY, JAMES CURTIS",CON,,P60018900,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"RYAN, TIMOTHY J.",DEM,D,H2OH17109,C00373464,2016,OH,H,13,,636560.95,368852.81,452341.38,0.00,570342.09,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"JONES, WALTER B.",REP,R,H2NC01081,C00305052,2016,NC,H,03,,265082.78,201337.95,225761.66,0.00,164796.18,2015-12-31,15371.22,15371.22,0.00
False,2016,False,,,"DAGGETT, DOUGLAS JAMES",REP,R,H4MN05071,C00563205,2016,MN,H,05,,67.02,67.00,2612.76,0.00,0.00,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"EVANS, MERVIN LEON",DEM,D,S4CA00191,C00570267,2016,CA,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PATEL, RAVI B",DEM,D,H6IA01155,C00572842,2016,IA,H,01,,820983.42,746802.05,820983.42,43349.06,0.00,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"FLOWERS, MARGARET",GRE,,S6MD03474,C00581272,2016,MD,S,00,3,20604.00,20604.00,5145.00,0.00,15458.00,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"SZEKELY, ROBERT EDWARD",IND,,P60007622,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"HINOJOSA, RUBEN E.",DEM,D,H6TX15055,C00310896,2016,TX,H,15,,153082.29,100100.20,117614.60,0.00,242148.74,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"HYMAN, SCOTT",LIB,,P60018876,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"NOBLE, SANDRA QUEEN",OTH,,H6CA08181,C00589382,2016,CA,H,08,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"GURFEIN, DAVID MR.",REP,R,H6NY03171,C00585463,2016,NY,H,03,,254323.00,243935.50,30231.49,18187.44,224091.51,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"CAPONE, DEAN ALAN MR.",OTH,,P60006293,C00575134,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WADE, ASHTON",REP,R,P60019635,C00608208,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HINSON, AMANDA LYNN",REP,R,H6MN07288,C00607127,2016,MN,H,07,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"NEU, JAMES, JR.",DEM,D,H6OH05097,,2016,OH,H,05,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BAE, ELSA IS",UN,,P60010048,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HAEMMERLE, ERIC JONATHAN",REP,R,H6OH08174,,2016,OH,H,08,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SHELL, MARK GERALD",REP,R,H2MD02285,,2016,MD,H,02,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"MILLER, CANDICE S.",REP,R,H6MI12181,C00365593,2016,MI,H,10,,8943.99,0.00,123540.70,0.00,716303.53,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"VEASAW, JAMES B.",LIB,,H4TX02173,,2016,TX,H,02,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"CARSON, ANDRE",DEM,D,H8IN07184,C00442921,2016,IN,H,07,,517373.91,265485.65,303290.20,4285.10,896793.41,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"FITZPATRICK, MICHAEL G.",REP,R,H4PA08074,C00475103,2016,PA,H,08,,109764.21,0.00,114105.21,0.00,1072376.91,2015-09-30,0.00,0.00,0.00
False,2016,False,,,"KOLLER, DAVID C",DEM,D,H4FL11071,C00552448,2016,FL,H,11,,2558.13,2558.13,9674.56,31658.17,381.33,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"FUDGE, MARCIA L",DEM,D,H8OH11141,C00454694,2016,OH,H,11,,290715.49,23850.00,312194.06,0.00,646366.61,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"TIDWELL, EDWARD",LIB,,H6TX25195,,2016,TX,H,25,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"KLINE, CHAD CHRISTOPHER",W,,P60006798,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"STRAIT, TERRANCE M JR",DEM,D,H6MD04258,,2016,MD,H,,,8511.29,0.00,120.00,1172.91,8408.89,2015-09-30,0.00,0.00,0.00
True,2016,False,,,"WALORSKI SWIHART, JACKIE",REP,R,H0IN02190,C00468579,2016,IN,H,02,,825850.67,455863.53,290927.36,0.00,773402.72,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"BENNETT, DANNY MICHAEL MR. II",UNI,,P60006087,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FLYNN, MICHAEL",REP,R,H6IL18104,C00576264,2015,IL,H,18,,173899.35,147561.99,172927.97,2332.23,971.38,2015-09-30,14805.61,14805.61,0.00
False,2016,False,,,"PATTERSON, WILLIAM RALPH",REP,R,H6TX17119,,2016,TX,H,17,,215810.00,3385.00,174900.29,212425.00,40909.71,2016-02-17,0.00,0.00,0.00
False,2016,False,,,"WOOKAS, MISTER",W,,P60012499,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,MARSTON DAVID L SR,IND,,P60015476,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MOONEY, JOHN MR,",IND,,P60013232,C00585141,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FLAHERTY, FINN MR.",IND,,P60019783,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"VARGAS, PHILLIP",DEM,D,H6TX23182,C00591230,2016,TX,H,23,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"VILLARREAL, JAMES",DEM,D,H6AZ03187,C00605527,2016,AZ,H,03,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DUKE, GREGORY PAUL",REP,R,H4GA02060,C00542480,2016,GA,H,02,,0.00,0.00,161.30,0.00,140.48,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"GUMINA, TONY DR",REP,R,S6NV00259,,2016,NV,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DICHIARA, LARRY",REP,R,H6AL03157,C00589218,2016,AL,H,03,,63893.04,15893.04,64396.02,12368.00,-2533.60,2016-02-10,0.00,0.00,0.00
False,2016,False,,,"LEONE, ROSS LYNN",LIB,,H8TX28203,,2016,TX,H,15,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BOLAR, SHELIA MARIAH",IND,,P60005550,C00570077,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SKEENS, D R",OTH,,P60006756,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"COFFMAN, MIKE REP.",REP,R,H8CO06138,C00570457,2016,CO,H,06,,1420680.92,866644.29,372155.53,0.00,1071048.59,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"MATTHEWS, KATHLEEN",DEM,D,H6MD08481,C00578856,2016,MD,H,08,,1569215.31,1409442.06,421285.59,0.00,1147929.72,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"COOPER, MATTHEW JAMES",REP,R,P60014289,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"CASTOR, KATHY",DEM,D,H6FL11126,C00410761,2016,FL,H,14,,362253.16,205341.34,177845.80,0.00,938781.20,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"LANDHOLT, NICHOLAS",LIB,,H6TX11096,,2016,TX,H,11,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"TROLLS, WHY SO MANY",IND,,P60013695,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MYERS, HILARY HELEN",NPA,,P60008166,C00579631,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"RANDY SAVAGE, GHOST OF MACHO MAN",DEM,D,P60015385,C00586966,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FOSTER, GREGORY A",IND,,P60006525,C00575613,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"RASKIN, JAMIE",DEM,D,H6MD08457,C00575126,2016,MD,H,08,,1305860.71,1239216.36,436530.53,0.00,869330.18,2015-12-31,675.00,675.00,0.00
True,2016,False,,,"BENISHEK, DANIEL J. M.D.",REP,R,H0MI01088,C00476325,2016,MI,H,01,,649789.96,259331.38,433985.64,74500.00,242282.75,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"TSE, FELIX MR.",COM,,P60018827,C00600957,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HOLLIDAY, ED",REP,R,H6MS01206,C00574442,2015,MS,H,01,,140365.00,25365.00,140365.00,109073.09,0.00,2015-12-31,92262.00,92262.00,0.00
False,2016,False,,,"SMITH, DENNIS MICHAEL",DEM,D,H6OH08125,,2016,OH,H,08,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FRASER, AARON WALTER",DEM,D,H4NJ10085,C00549683,2016,NJ,H,10,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ESPAILLAT, ADRIANO",DEM,D,H2NY13096,C00518365,2016,NY,H,13,,139386.22,130686.00,44109.01,100843.77,102148.42,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"ESPINOZA, MARIA L",REP,R,H6TX07128,C00600858,2016,TX,H,07,,45192.48,19141.92,35705.81,54494.70,9486.67,2016-02-10,0.00,0.00,0.00
False,2016,False,,,"WALKER, KIMBERLY H MS",DEM,D,H6FL13197,,2016,FL,H,13,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BREN, BIG",REP,R,P60011301,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"POMPEO, MICHAEL R",REP,R,H0KS04051,C00460402,2016,KS,H,04,,492336.84,59248.50,487197.62,0.00,1105636.86,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"FERGUSON, JOHN GREEN",OTH,,P20003141,C00498766,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BECKER, JULIE C MRS",CON,,H6WI05102,C00584318,2016,WI,H,05,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WHANG, EDWARD SUNG",W,,P60018298,C00593236,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HAWKS, PAULA",DEM,D,H6SD01091,,2016,SD,H,00,,111776.55,105820.18,42284.74,0.00,69491.81,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"TAYLOR, SCOTT",REP,R,H0VA02118,C00468264,2016,VA,H,02,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"NUTS, DEEZ",IND,,P60009198,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WALTZ, DARRYL BRENT JR",REP,R,H6IN09150,C00582676,2016,IN,H,09,,165967.00,136042.00,79928.38,0.00,86038.62,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"BELCHER, RAMEY",SOC,,P60018694,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LI, LINDY",DEM,D,H6PA07113,C00576926,2016,PA,H,07,,407981.51,406981.51,18726.87,0.00,389254.64,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"DERICKSON, TIMOTHY",REP,R,H6OH08182,C00589333,2016,OH,H,08,,153788.81,115230.00,15400.45,20000.00,138388.36,2015-12-31,200000.00,200000.00,0.00
False,2016,False,,,"SPALDING, CARLA ARLENE",UNK,,H6FL18121,,2016,FL,H,,,15371.84,7208.00,11850.29,1280.86,2415.87,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"BRAUL, HARRY WILLIAM III",DEM,D,P60007630,C00578534,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SKYWALKER, ANAKIN",NPA,,P60017167,C00590497,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"GREY, CLIVE",IND,,S6CA00774,C00600742,2016,CA,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DAVIS, BRUCE",DEM,D,H4NC06136,C00556944,2016,NC,H,06,,14204.90,11065.00,10911.68,3653.88,3378.74,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"VAN HOLLEN, CHRIS",DEM,D,H2MD08126,C00366096,2016,MD,H,08,,199800.04,19300.00,1867630.80,2209.56,26737.12,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"SIMONSEN, DARIAN",IND,,P60016037,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PULLINS, PIERRE QUINCY",DEM,D,H6IN07337,,2016,IN,H,07,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"STEWART, CHRIS",REP,R,H2UT02324,C00506931,2016,UT,H,02,,353775.74,149182.35,240191.03,0.00,245016.94,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"MCNULTY, TERRY J MR.",REP,R,H6WI08130,,2016,WI,H,08,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"LIPINSKI, DANIEL WILLIAM WILLIAM",DEM,D,H4IL03077,C00405431,2016,IL,H,03,,422831.30,116361.87,292102.40,0.00,1178398.85,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"JUNEAU, DENISE",DEM,D,H6MT01095,C00591289,2016,MT,H,00,,263803.00,218103.00,24201.59,0.00,239601.41,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"SCHNACKENBERG, MATTHEW JOHN",LIB,,H4FL11063,C00543009,2016,FL,H,11,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"HARTZLER, VICKY",REP,R,H0MO04086,C00464602,2016,MO,H,04,,474296.31,296587.00,167225.11,0.00,659908.20,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"GASTROCK, JARED MICHAEL DR.",W,,P60013893,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BOSCHMA, BRADLEY JERROLD",DEM,D,P60014149,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MARSHALL, KYLE",DEM,D,P60016060,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"GRIBBEN, WENDY",IND,,H6WI08148,C00609107,2016,WI,H,08,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MOOYE, ALAMYE",COM,,P60019791,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PATAKI, GEORGE E",REP,R,P60007572,C00578245,2016,US,P,00,,544182.55,507247.35,524850.22,20000.00,19332.33,2015-12-31,118778.36,118778.36,0.00
True,2016,False,,,"SENSENBRENNER, F. JAMES JR.",REP,R,H8WI09050,C00083428,2016,WI,H,05,,178481.27,94013.99,104596.10,0.00,467810.88,2015-12-31,111.00,111.00,0.00
False,2016,False,,,"LILLARD, DAVID JAMES DR.",REP,R,P60011038,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MANNING, KEVIN PAUL",IND,,P60017381,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BUCHHOLZ, MYRON EARL MR.",DEM,D,H6WI03164,,2016,WI,H,03,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FAREED, JUSTIN",REP,R,H4CA24142,C00572560,2016,CA,H,24,,870898.16,858084.94,103632.85,14245.86,767265.31,2015-12-31,13347.44,13347.44,0.00
True,2016,False,,,"GARRETT, SCOTT REP.",REP,R,H8NJ05052,C00386110,2016,NJ,H,05,,727557.09,382856.38,330359.76,0.00,2378619.23,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"DUNCAN, LARRY WELDON",NNE,,P60006871,C00577809,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BULLWINKEL, DEBORAH M",DEM,D,H6IL08188,C00584797,2016,IL,H,08,,66722.00,61722.00,52721.47,24500.00,14000.53,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"TOM, KIP E",REP,R,H6IN03252,C00585810,2016,IN,H,03,,418236.08,368630.00,64685.45,0.00,353550.63,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"PHILLIPS, WILLIAM CALVIN JR",DEM,D,H6FL07116,,2016,FL,H,07,,36325.00,36325.00,16482.80,0.00,19842.20,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"ROY, JOHN CHARLES",UN,,P60018389,,2016,US,P,00,,6865.52,0.00,6865.52,0.00,49.64,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"LEE, MIKE",REP,R,S0UT00165,C00473827,2016,UT,S,,3,2296106.00,2255485.00,1558280.00,0.00,1105090.00,2015-12-31,209856.62,209856.62,0.00
True,2016,False,,,"MOULTON, SETH",DEM,D,H4MA06090,C00547240,2016,MA,H,06,,1431625.23,1122878.67,533292.66,0.00,935631.50,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"SCURRY-SMITH, GLOREATHA (GLO)",FL,,H6FL05169,,2016,FL,H,05,,5331.60,5306.60,4530.42,0.00,0.00,2016-01-01,0.00,0.00,0.00
False,2016,False,,,"SARTIN, DAVID WAYNE",IND,,P60009172,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ZIRKELBACH, RAY",DEM,D,S6IA00132,C00592246,2016,IA,S,00,3,3839.00,3839.00,0.00,0.00,0.00,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"GONZALEZ, JOHNNY R. MR.",OTH,,P60012101,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MONTAIGNE, ETRAIN MR",REP,R,P60017514,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"ROYBAL-ALLARD, LUCILLE",DEM,D,H2CA33048,C00259143,2016,CA,H,40,,324495.06,156245.38,294707.39,0.00,58843.92,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"BOLER, MARK",LIB,,H0TX26105,,2016,TX,H,26,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WORTHY, HOWARD",IND,,P20000444,C00584771,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SHREFFLER, DOUG",DEM,D,P20005229,C00532663,2016,US,P,00,,0.00,0.00,21460.14,0.00,-1.00,2015-09-30,0.00,0.00,0.00
False,2016,False,,,"KINZLER, GORDON (JAY)",REP,R,H6IL06158,,2016,IL,H,06,,80292.00,60292.00,39390.41,20000.00,40901.59,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"SCHIFF, ADAM",DEM,D,H0CA27085,C00343871,2016,CA,H,28,,420620.44,218999.55,444769.79,700.00,2080445.21,2015-12-31,0.00,0.00,0.00
